id,property_id,legacy_access_id,deal_kind,status,title,closing_reason,cancellation_reason,started_on,signed_on,cancelled_on,closed_on,deed_signed_on,notes
66d590a3-2207-8798-edd2-07527aa12285,10bc95ff-21ca-085e-0558-891d8a9f391b,380,closing,completed,IBR-832 closing,,,,,,2016-07-15,,
58efea92-eb42-7df6-f91c-dce155ea505b,c394009b-db99-b803-7171-4c65e9d2a982,381,closing,completed,IBR-838 closing,,,,,,2016-07-22,,
5e187fbe-2da7-8fdf-0ae6-814455cdf60b,94727908-371f-cba1-80ea-1d35784ffc96,382,closing,draft,IBR-868 closing,,,,,,,,
319cfed6-3698-854d-de43-716f66fe81e1,3c51a203-e60d-67e7-cb7c-27f7d6d350f6,383,cancellation,completed,IBR-970 cancellation,,,,,,2012-12-12,,
7f1d076a-e68a-ad8d-23ab-2bb9d7adaa4b,dba88267-b0dd-e9f9-77e1-371ab9fafc8e,384,closing,draft,IBR-OP23 closing,,,,,,,,
2d981178-68a4-ed29-4f11-4cf60d96c8fa,e3c4df54-09ee-b5e6-633f-83a1de9087fb,385,cancellation,draft,IBR-OP27 cancellation,,,,,,,,
03d2e0db-dcd7-d436-ee61-c41b4833ca0d,a2a02dd2-ca8d-c922-86c6-25dec2b6b269,386,closing,draft,IBR-COOP101 closing,,,,,,,,
6a3d1c95-6496-3fd2-df0a-d79f9405bcdb,bfd96f97-f712-a6bd-ec95-c49b5256b69b,387,closing,draft,IBR-COOP109 closing,,,,,,,,
22cde90a-aa80-ac1d-4bb4-32177318de7e,07d45169-01c2-1833-e33a-830de97f3b93,388,closing,draft,IBR-COOP110 closing,,,,,,,,
3c84b9c8-d792-ff33-c9f0-755ddb2cb674,e678ab16-0ec5-f8a2-52d1-a058b3adfc52,389,closing,draft,IBR-COOP111 closing,,,,,,,,
1d7d9a9d-7a10-a708-ec7f-a08b8c86cc99,bbde99d6-08f4-871b-f981-3af23ca5f631,390,closing,draft,IBR-COOP68 closing,,,,,,,,
2390bd27-eab3-28b3-0aeb-857f6686dcb8,c0b11b02-97aa-5bf4-3cd9-28a8dcc1665f,391,cancellation,completed,IBV-1129 cancellation,,,,,,2019-03-14,,
bbfd0723-5e08-5f4b-cf6d-00a846fef4c8,dc18f9df-7291-40cc-9e37-d2c9d49ad980,392,closing,completed,IBV-27 closing,,,,,,2011-11-15,,
2fde39ab-c05a-959f-6923-8a6063c229ae,90439392-403e-5271-a111-70c78b2020aa,393,cancellation,completed,IBV-697 cancellation,,,,,,2016-01-12,,
3a390d68-ece0-ed1f-7be2-725a706af66e,2989e70f-0b1b-a53f-103b-3af902ffe9e4,394,cancellation,completed,IBV-753 cancellation,,,,,,2016-06-04,,
f0a6b189-4d8a-7437-a6df-7259516b5ce5,de3b07f5-3a25-9cf7-7477-3d32493cae77,395,closing,draft,IBV-949 closing,,,,,,,,
79d7b7fa-cc53-46bf-58b4-77ee45f28bd6,19dbc3f1-76e0-be73-8849-5e7b1a557abc,396,closing,draft,IBV-OP19 closing,,,,,,,,
47ad9bcb-9af3-363b-d964-8ced8b88cfb4,52cdf291-63fa-a827-8a80-c235e331af2a,397,cancellation,completed,IBV-OP20 cancellation,,,,,,2015-07-06,,
c25579cd-4d6b-eb7b-34d7-e1526d99612c,fce71a30-69da-3b93-69ac-8d643925ec26,398,cancellation,completed,IBV-OP24 cancellation,,,,,,2017-02-11,,
7149de9c-8eb7-8b29-7303-406c26672a93,4027d6f2-16c2-eee5-384c-11f799e117e8,399,cancellation,completed,IBV-OP6 cancellation,,,,,,2013-05-21,,
8333580c-5f28-7448-904c-04f87da5cfcc,415b8839-b6b2-aee5-b692-16f0feb74891,400,closing,completed,ITR-556 closing,,,,,,2015-03-25,,
269740a5-bbcd-5e7b-4f4d-a7771c38aeef,1ff63331-4636-c4ae-984a-2904aa149a50,401,cancellation,completed,ITR-OP21 cancellation,,,,,,2015-10-14,,
5f12fd8f-4a95-b546-3ae5-3deb2dd8ce2b,17122e11-a0a1-b1fb-5aef-a4e5e71bc67a,402,closing,draft,ITR-COOP123 closing,,,,,,,,
adc7708a-9cdf-ce24-9285-248b057d33e5,f9b32a79-38e2-5393-8a9a-45f553a8f19c,403,closing,draft,ITV-1059 closing,,,,,,,,
45cca9d3-9d1d-7117-be62-93a994752ae3,eb1bb06b-8e52-d1be-27bf-471422c29b8e,404,closing,draft,ITV-109 closing,,,,,,,,
de1af8e2-1ec5-f02a-e391-e07b7e9d926f,c4c4418d-4760-8d19-b573-98a67d4fee37,405,closing,draft,ITV-1116 closing,,,,,,,,
e2faa641-3f2b-0a03-dc2b-410bcde4ce1a,921ccc4c-11ba-7a06-02f0-19f517c4c260,407,cancellation,completed,ITV-143 cancellation,,,,,,2012-11-14,,
aeb74a06-db50-37cb-188f-d54ba0bf057f,beb5f8b0-3426-8e14-15e6-9caf934b5eb8,408,cancellation,completed,ITV-168 cancellation,,,,,,2012-11-01,,
2a8cc358-4b6b-dcd8-451e-7ecc66bff20a,9ac18e17-f994-6a81-11b1-546bed8e4e12,409,cancellation,completed,ITV-309 cancellation,,,,,,2013-12-31,,
a0c77002-9629-1eb6-2d8a-a79a726c574a,21fe1f19-c71d-6439-07bc-600a27b50b0f,410,cancellation,completed,ITV-313 cancellation,,,,,,2013-12-31,,
b9a1017e-c292-d35f-9e06-d510517249e2,b9cd5c16-e186-49b1-a355-4d78a5eb50e1,411,cancellation,completed,ITV-500 cancellation,,,,,,2014-09-01,,
7051f7c0-1ffe-1c5e-07e8-f8bc136c9b4a,1fa9b7ff-1e50-556f-2c0e-0fb8f2955acd,412,closing,completed,ITV-555 closing,,,,,,2016-07-06,,
e791cb4c-16af-4617-c56d-83f5e42eb3e3,71a3cdcf-7a69-3d75-dda0-c00d82abc473,413,closing,completed,ITV-619 closing,,,,,,2015-10-16,,
32414ecc-436d-c3e6-6a4e-8b37be624b4e,6d4063af-7447-6578-3a7f-d0a514b07f3c,414,cancellation,completed,ITV-638 cancellation,,,,,,2015-09-30,,
cf8a07cb-ff59-67b0-0ee2-c30801543afc,f1b6b9ab-9aae-99d9-51d4-f422b08f0355,415,closing,completed,ITV-709 closing,,,,,,2016-01-31,,
430e22e1-79ce-73ff-48a2-13df024c9a42,78cca955-81cd-01b4-437d-32e369dd0db4,416,closing,completed,ITV-751 closing,,,,,,2016-09-13,,
7c1ac7da-3ab7-9ba2-4d42-73562c6c45f2,550f5965-c3da-2d39-e826-87eb7f539ec3,417,cancellation,completed,ITV-873 cancellation,,,,,,2017-03-18,,
91186963-e89e-aa72-2b06-d60680943ca1,a6751b46-717e-5f12-c5fd-139e6edede84,418,closing,completed,ITV-906 closing,,,,,,2016-10-25,,
29f98651-0bed-0575-40df-d4e9d1c8257b,9663b998-0903-4556-bff9-47e5a6868a49,419,cancellation,completed,ITV-95 cancellation,,,,,,2012-09-01,,
495f686b-87fb-867b-6a8b-f127ce8a038c,0fb4cb9b-5a8a-14b1-7f0e-7276afa941ed,420,cancellation,completed,ITV-OP12 cancellation,,,,,,2013-09-03,,
495be769-393c-f2fc-8303-87fd68bedab6,5a3f6fd4-a66a-6c43-2e2c-4de5e8daf1c2,421,closing,completed,RAR-1002 closing,,,,,,2017-07-28,,
51923279-f4e8-da8b-9fad-9ffba340fbe7,00f150e4-dce1-71fb-f1f9-52fd618d4c16,422,closing,completed,RAR-1007 closing,,,,,,2017-08-08,,
1aa52b9d-dd50-833e-f85f-d4a41b313428,b912886b-53df-13ff-e81e-4a4c618dff51,423,closing,draft,RAR-1025 closing,,,,,,,,
12a89f9b-9d4d-3481-8fae-0a8cffa432d6,183af249-8a34-63e8-9c38-8a893d370f46,424,closing,draft,RAR-1026 closing,,,,,,,,
547cd8d1-bfff-6262-61e9-fd2d43a33353,563af372-5d45-58e0-41c7-5f08a3aa30fc,425,closing,completed,RAR-1035 closing,,,,,,2017-11-07,,
10d95db2-6011-30d3-8a67-6efff8e9b1ff,9580d334-41b9-ea2e-d951-543e2fbf0371,426,closing,completed,RAR-1047 closing,,,,,,2017-12-01,,
3b43f4c0-6405-0051-b635-f406d6b1376f,2fd377ff-3750-a79a-7d5e-ea6849032fe7,427,closing,draft,RAR-1056 closing,,,,,,,,
de135684-a7ec-7adb-ac5f-2e8b4d6dbba4,b1d5c016-df47-ab5b-580d-a73149e3ed09,428,closing,completed,RAR-1063 closing,,,,,,2017-12-18,,
10670061-eedd-265e-6ac1-ef3760d759c5,6ee354e4-a6ca-5a69-82d2-9d788c6c02cd,429,closing,completed,RAR-112 closing,,,,,,2012-03-15,,
34cd1193-2177-fa5d-1c0f-69ee52976a0a,cb2736c2-827b-58a3-2a8b-59649c07ef41,430,closing,draft,RAR-1204 closing,,,,,,,,
2c29edfa-6d03-5a5f-1a65-f156d57ed5e9,5f9495f1-b21b-526b-eac5-f92b83a7547a,431,rental,completed,RAR-1206 rental,,,,2019-04-23,,2019-04-23,,
bf6edaa2-7e15-1559-e014-5c5a7b9d5ef5,267b368a-f75f-dcd6-fa86-f8a23fe11e6d,432,cancellation,completed,RAR-1214 cancellation,,,,,,2019-06-05,,
558955b7-5855-0497-9b54-4cbac9104029,c1d9fb4a-d289-8d30-625e-c4afc403ce40,433,rental,completed,RAR-1224 rental,,,,2019-03-23,,2019-03-23,,
a5fbdba2-38d9-b1f7-38a4-90da56a5f597,4bed56bf-cb6c-01d8-050f-3d1c889aa6fd,434,closing,completed,RAR-125 closing,,,,,,2012-05-15,,
0ff58b15-efa5-e6cb-8156-29324f3c97da,ad34a836-13d2-f65f-decb-d2e94e66178c,435,closing,completed,RAR-193 closing,,,,,,2012-12-15,,
963a2318-ac60-75ca-2808-6768f722f5c3,11cf76fe-4181-dfb3-1213-4e508f0f4cfd,436,closing,completed,RAR-206 closing,,,,,,2012-11-15,,
274ce486-2811-7f45-df86-d10d669b8134,f204b9d6-0273-b48e-ea5e-6479954f5b1a,437,closing,completed,RAR-223 closing,,,,,,2012-11-15,,
e31e7246-2bc7-8619-1fd5-62ad59aeccac,4883c66c-b382-9e86-cbc5-69985e4c8712,438,cancellation,completed,RAR-230 cancellation,,,,,,2012-12-31,,
b6b4b880-d3af-2f41-fdda-3faa00a31fe6,93353042-125a-1d64-af20-9806a5c877f8,439,closing,draft,RAR-303 closing,,,,,,,,
1cb6d2a5-f950-2b6e-dddf-de7f286d1706,926de962-f481-ff01-c74e-52876a398fb5,447,closing,completed,RAR-41 closing,,,,,,2011-07-15,,
835481bd-6bd8-9e88-5c93-8382d0b91b6a,51d68176-95d6-cd45-f40c-92659124c4fa,456,cancellation,completed,RAR-496 cancellation,,,,,,2014-08-08,,
9287901b-3644-e95f-8c63-3a432eddba6b,cc0c39a6-1c4b-fb23-6cbc-aa5cc9e8d3f1,459,closing,completed,RAR-550 closing,,,,,,2014-11-25,,
28ab505f-1d00-a70d-baa5-b8f48f6ef9f0,8ad78490-a2e4-0ed1-36d4-38165dc2e0c7,464,closing,completed,RAR-593 closing,,,,,,2015-03-03,,
decc1d30-6bf8-e720-edb4-fef378da5793,87d27dee-90d2-e07d-7450-96babbdc55c2,465,cancellation,completed,RAR-597 cancellation,,,,,,2015-01-31,,
3f95fe63-20a1-24e2-2d42-0d3835a51a12,dd2ad480-b28f-18ff-06c2-75bce88f8600,466,closing,completed,RAR-62 closing,,,,,,2011-11-15,,
b71e61a7-fa85-8cb2-931f-fda7d6ad11f2,a5258c06-ae34-a960-bba8-7f343cc92222,467,closing,draft,RAR-630 closing,,,,,,,,
d4da44e3-0443-1a7c-1ae8-b8cdcc5efd95,f83033dc-b781-c1bc-d39d-ed22b583c3e9,468,closing,draft,RAR-634 closing,,,,,,,,
0807118a-ba39-5783-f1c8-3801583c8aab,6eb4e735-c7d5-1571-4ef0-963394e039f9,469,cancellation,completed,RAR-645 cancellation,,,,,,2015-05-11,,
cd2a8bc0-85f2-3d24-9914-5d7df3556ed8,02478ecb-8a31-2043-3c01-00f096c6489b,470,cancellation,completed,RAR-646 cancellation,,,,,,2015-10-19,,
aa5fd76c-2b91-a657-ed05-347ec600276a,b0651d08-2d91-39b6-97ff-a702c375788a,471,closing,completed,RAR-659 closing,,,,,,2014-11-12,,
8137a33f-86b4-d370-b7b9-f43853f473ac,b3b91958-48ef-f3c8-d66f-36a5c8bf79c9,476,closing,completed,RAR-672 closing,,,,,,2015-07-27,,
e2601fd3-7eed-9421-5981-f421766a48b0,45ffe9c2-e48c-0e2f-609b-51998c760d12,478,closing,completed,RAR-676 closing,,,,,,2015-07-09,,
8fd64cf0-7700-6137-5f11-70327f122e6c,e11692bf-bc47-bbbd-5be6-d7cf1907ffbc,479,closing,completed,RAR-688 closing,,,,,,2016-09-01,,
d3f5e019-ca17-27a4-7556-41be68fdc51e,9f9f3b8e-7904-87a4-eaec-30295f4f873f,480,closing,completed,RAR-690 closing,,,,,,2015-07-03,,
83b47c15-8b26-ca10-3e85-c89314086a50,6b5a01f5-8437-98f0-3e98-1773cd01e362,481,cancellation,completed,RAR-715 cancellation,,,,,,2016-02-07,,
ea7be81d-21ea-3b95-cd79-127159f852cd,a95faef5-0747-78d4-6211-cfd5e0b5b89a,482,closing,completed,RAR-718 closing,,,,,,2014-08-06,,
c7b818e9-a640-ac52-ada0-aa3af6a8bb8f,d9c57069-7f62-ef56-99cc-ad85d902adc5,483,closing,completed,RAR-733 closing,,,,,,2015-11-01,,
b4734844-90d5-81f0-5c03-15e8ce43cb9e,3d1f1cc9-9446-3917-1e56-c72d7deb83c3,484,closing,draft,RAR-735 closing,,,,,,,,
e6ea8758-d00d-b4af-4ba5-6684d0c829fe,13227ab0-3e1a-b430-a836-3692903f1b9d,485,closing,draft,RAR-758 closing,,,,,,,,
c913c79a-060e-14b5-aba7-ce8b933c7d7c,e0c45f8c-377b-6ac9-9d90-ee52fae836a6,486,closing,draft,RAR-772 closing,,,,,,,,
56ecf7db-1552-7ea6-a408-566aff6dd0eb,c0d337a1-e832-e79a-4e3a-a4dee829a9bd,487,closing,draft,RAR-774 closing,,,,,,,,
6a60722c-9247-9d61-f429-c0264d436458,392e28ab-e483-3c40-aa91-ff7c0fe4eba2,488,closing,completed,RAR-779 closing,,,,,,2016-04-01,,
b975c72f-6afe-067a-d1b8-09d0f5188286,119e7f08-1c83-41c2-ec7f-1fadbfc3223d,489,closing,completed,RAR-789 closing,,,,,,2016-03-17,,
82063873-71ea-431b-8698-4c639fd2a70a,7b9763d2-2596-c0d8-f544-ce9be6ccc6bc,490,closing,completed,RAR-792 closing,,,,,,2016-04-20,,
c7032f47-80f1-6896-d699-67770e177cb2,852c5727-5226-6c29-82f2-1180b2803f60,491,closing,completed,RAR-800 closing,,,,,,2016-05-04,,
2a6d7d38-6d34-6899-023a-279af5312869,f30fe9e3-97d5-38cb-9d4b-9b58a3fb7319,492,closing,completed,RAR-811 closing,,,,,,2016-05-02,,
b57b0d72-71a9-6593-0fab-78c02ea0880a,dbff0e24-f6d5-6100-26a8-da8b93667838,493,closing,draft,RAR-819 closing,,,,,,,,
670e75ff-f624-96f8-7d52-faf5a050c7d6,baa04dba-eb5f-f36f-4ade-f13434b18063,494,closing,draft,RAR-821 closing,,,,,,,,
750c359c-f603-c992-3c12-d8e2f06d1721,afd8eb31-26e6-8b4b-b7e6-85252afd78e6,495,closing,draft,RAR-826 closing,,,,,,,,
a3d1ea68-92ee-fbde-b820-3ec35063e7f0,ced82454-3943-4547-a2d4-eb3f799db15e,496,closing,completed,RAR-83 closing,,,,,,2011-11-15,,
939749a1-8ce4-05d1-fbe9-bfdee2cdcac7,ee99335e-4863-2573-0084-4838803dd02b,497,closing,completed,RAR-840 closing,,,,,,2016-11-14,,
d5deb5ad-5171-6015-9ff8-88d3abcefb2f,53e419d3-876d-c54b-7ec6-503742f8fa5c,498,closing,completed,RAR-845 closing,,,,,,2016-10-25,,
431682d0-5bcb-c6f0-38dc-93ede570892f,b60bb47f-4a29-92d3-31e0-5eb0dccd1462,499,cancellation,completed,RAR-852 cancellation,,,,,,2017-01-21,,
2a2e944f-2b98-5ed6-fa01-99abb53a00a0,dc264b03-52da-9759-b286-d6188cf10a4c,500,closing,completed,RAR-853 closing,,,,,,2016-08-18,,
3ef259ea-ad1a-8cc7-bc28-836fd50aaf82,d39f55fc-d9b8-c553-f57e-ae7f8a92eceb,501,closing,draft,RAR-878 closing,,,,,,,,
f3b3082d-b4f3-27cb-ef48-fae96fa9480c,c1c807b0-4d18-2eab-ddc5-efea6897b8e8,502,closing,draft,RAR-883 closing,,,,,,,,
7244b80e-5b6d-76c1-b0ef-1079f93a4318,ba7e26f4-fd42-b3a1-4a91-72da3d67f1e6,503,closing,draft,RAR-897 closing,,,,,,,,
34b83544-3b4f-1165-6382-b8ca60bac0f8,d3ec7966-0abd-077e-624d-059c0bf68fa6,504,closing,draft,RAR-902 closing,,,,,,,,
bab975a1-8a80-8301-b768-4f53018b7fbc,623fc558-e67c-b24a-df3a-1437782f975b,505,closing,draft,RAR-904 closing,,,,,,,,
